id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32634720,Sonder | Stock Exchange | Sharp 2BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70728,-74.01073000000001,Entire home/apt,432,2,3,2019-06-14,1.11,327,323
34169395,Gorgeous Tribeca 2BR w/ Amazing city views + Gym by Blueground,107434423,Blueground,Manhattan,Tribeca,40.71633,-74.00520999999999,Entire home/apt,426,30,0,,,232,321
22152785,Spacious & Sophisticated in Chelsea,8456422,Abee,Manhattan,Chelsea,40.74009,-73.99608,Entire home/apt,625,2,10,2018-12-27,0.59,1,0
36419291,Wyndham Midtown 45 New York City 1 Bedroom Deluxe,273812306,Kelly,Manhattan,Midtown,40.75288,-73.97269,Private room,380,3,0,,,1,3
8411164,New York - Theatre District- Luxury Building,19939430,Salvatore,Manhattan,Hell's Kitchen,40.76041,-73.99495999999999,Entire home/apt,450,6,15,2019-06-30,0.44,1,364
2135766,"Super Bowl, 2 bdrm, UWS apartment ",4074918,Julie,Manhattan,Upper West Side,40.79478,-73.97474,Entire home/apt,900,1,0,,,1,0
4678742,2 Bedroom West Village Manhattan,24195790,Patrick,Manhattan,Greenwich Village,40.73444,-73.99761,Entire home/apt,600,1,0,,,1,0
29712306,★Private Rooftop★- Your Own Townhouse in NYC,219490225,Hazel,Manhattan,West Village,40.73881,-74.00398,Entire home/apt,399,2,29,2019-07-02,3.83,1,234
19269676,Quintessential loft location on Bond Street.,128780335,Alison,Manhattan,NoHo,40.72681,-73.99346,Entire home/apt,352,4,15,2019-01-01,0.63,1,13
20570327,1 Bedroom Presidential - Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.75287,-73.97352,Private room,449,3,0,,,4,357
25145947,"1,100 sq. ft. apt. Penthouse with private deck!",104386567,Rich,Manhattan,Upper East Side,40.77495,-73.94832,Entire home/apt,450,1,0,,,1,173
30193432,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite  #7,205031545,Red Awning,Manhattan,Midtown,40.75264,-73.96543,Entire home/apt,714,28,0,,,49,257
4987238,Chic Downtown 1 Bedroom,17985595,Lora,Manhattan,Greenwich Village,40.73189,-73.9947,Entire home/apt,375,14,26,2018-12-18,0.59,1,147
4347579,NY Duplex Apartment in Flatiron,22568643,Jose,Manhattan,Flatiron District,40.73956,-73.98774,Entire home/apt,2000,7,0,,,1,0
30145754,Large shared apartment in Alphabet City,113675409,Adam,Manhattan,East Village,40.72724,-73.97601,Private room,1880,180,0,,,1,358
26948562,"Modern, spacious NYC apartment",202766548,Adam,Manhattan,Chelsea,40.74829,-74.00461999999999,Entire home/apt,425,2,5,2019-06-23,0.44,1,13
23894929,Downtown Loft Location w/ Skyline View & Studio,3201625,J,Manhattan,Chinatown,40.71403,-73.99076,Entire home/apt,1000,1,2,2018-12-18,0.25,1,365
24677926,Stylish & Tranquil East Village Three Bedroom,11305249,Eric,Manhattan,East Village,40.724990000000005,-73.98867,Entire home/apt,650,2,41,2019-05-17,2.83,1,126
11920660,Brightly Skylit 3 Bedroom Soho Loft,62316222,C E,Manhattan,SoHo,40.72064,-73.99956999999999,Entire home/apt,595,5,51,2019-06-06,1.29,1,347
33947095,Central Park West Private Room,26910600,Rachel,Manhattan,Upper West Side,40.79179,-73.96623000000001,Private room,500,1,1,2019-05-09,0.49,1,90
21009737,Luxury 1BR Doorman—NYU—Washington Sq. Pk—Astor Pl.,2506798,Zach,Manhattan,Greenwich Village,40.7315,-73.99393,Entire home/apt,400,30,0,,,1,90
12243378,Lux 2BR-Apt.- NYC near Madison Square Garden!,30283594,Kara,Manhattan,Midtown,40.76539,-73.98348,Entire home/apt,369,30,1,2017-06-02,0.04,121,345
33717623,Luxe Modern Tribeca Studio,254165437,Josh,Manhattan,Tribeca,40.71492,-74.01154,Entire home/apt,355,4,3,2019-06-15,1.11,1,365
33046604,Brand New BK Duplex in the Center of it All!!!,65613634,Sam,Brooklyn,Bedford-Stuyvesant,40.68736,-73.93826999999999,Entire home/apt,400,2,13,2019-06-23,5.34,1,278
34676486,Luxury Manhattan Suite & uninterrupted views,261581535,Alex,Manhattan,Hell's Kitchen,40.76465,-73.98812,Entire home/apt,449,1,6,2019-07-04,3.21,1,346
28026246,Beautiful 4BDR Unit @Greenpoint 2stop to Manhattan,188023318,Selina,Brooklyn,Greenpoint,40.72625,-73.95578,Entire home/apt,480,1,11,2019-06-12,1.3,4,63
15191225,Getaway❤️Romantic Retreat in a PRESIDENTIAL SUITE,64065593,ResortShare5,Manhattan,Midtown,40.75326,-73.97303000000001,Entire home/apt,462,2,3,2018-12-17,0.1,13,299
12990051,"Private, Quiet 2 BR in Heart of Times Square!",30045665,Boyd,Manhattan,Hell's Kitchen,40.76039,-73.99028,Entire home/apt,399,2,80,2019-06-24,2.11,1,212
4294969,Welcome to my home,4473916,Ross,Manhattan,Greenwich Village,40.73175,-73.99518,Entire home/apt,450,1,1,2015-01-03,0.02,1,0
3225975,Spacious Townhouse Great for Families & Friends,16329859,Caroline,Brooklyn,Gowanus,40.68338,-73.98926999999999,Entire home/apt,400,6,34,2018-12-30,0.56,1,1
2060768,West Village Apt steps to Path,10547610,Raj,Manhattan,West Village,40.73246,-74.00854,Entire home/apt,800,1,0,,,1,0
32240966,Sonder | Stock Exchange | Sleek 3BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.7062,-74.01191999999999,Entire home/apt,498,2,8,2019-06-11,2.5,327,255
11568026,Beautiful Tribeca Loft,5333348,Francesco & Olivia,Manhattan,Tribeca,40.71526,-74.01044,Entire home/apt,500,3,0,,,1,0
690934,"LEGAL PARK SLOPE 5 BR, ROOF TERRACES for 14 PEOPLE",570988,Yves,Brooklyn,Park Slope,40.68305,-73.97853,Entire home/apt,550,4,173,2019-07-01,2.12,1,258
2540173,Elegant Triplex Townhouse,7821383,Gary,Brooklyn,Prospect Heights,40.67454,-73.96803,Entire home/apt,550,1,24,2017-02-19,0.38,1,0
14221071,Two bedroom near Grand Central with a view!!,7408622,Jerome,Manhattan,Midtown,40.75083,-73.97151,Entire home/apt,700,5,23,2019-05-08,0.68,1,179
33994677,Elegant Villa in the Heart of Manhattan!,221213143,David,Manhattan,Kips Bay,40.7431,-73.98137,Entire home/apt,790,1,4,2019-06-12,1.82,9,298
18595831,"The Locals House // Best Location, Nicest Home",129133511,Michael,Queens,Rockaway Beach,40.5889,-73.81585,Entire home/apt,545,1,31,2019-07-07,1.2,1,224
25190757,Private Quite 2BDRM Oasis Best Neighborhood in NYC,30242632,Lindsay,Manhattan,Chelsea,40.74123,-74.00548,Entire home/apt,600,2,44,2019-06-23,3.37,1,134
4800921,"Comfy 4br, 2 full baths, 3 fls, 2 living rooms",1559494,Hill,Brooklyn,Williamsburg,40.71262,-73.95026,Entire home/apt,600,2,20,2019-06-23,3.3,1,283
34915860,Times Square 3BR Loft! Amazing Location!,256496159,Aleksey,Manhattan,Hell's Kitchen,40.75535,-73.99502,Entire home/apt,2500,70,0,,,3,191
21230082,ALL new modern apartment of 2 bedroom NYC style!❤️,153419495,Dina,Manhattan,Upper East Side,40.76203,-73.96607,Entire home/apt,378,1,72,2019-07-06,3.65,1,52
1264695,Classy Penthouse with Amazing View!,2737373,Ray,Manhattan,Chelsea,40.74984,-73.99481999999999,Entire home/apt,595,3,106,2019-06-18,1.51,1,247
34504058,♕ Historic Modern Designer SoHo Sun Drenched Home!,260420558,Shelesa,Manhattan,SoHo,40.71988,-74.00062,Entire home/apt,620,2,4,2019-06-21,2.22,1,169
30950513,5 Star Manhattan Luxury St. Regis Hotel King Suite,26556695,Alyssa,Manhattan,Midtown,40.76042,-73.97504,Entire home/apt,1075,1,4,2019-02-18,0.61,6,365
17879131,Amazing Space For Your Chelsea Stay,122419373,Pablo,Manhattan,Chelsea,40.74119,-74.0006,Private room,429,2,119,2019-06-17,4.33,1,288
468613,$ (Phone number hidden by Airbnb) weeks - room f,2325861,Cynthia,Manhattan,Lower East Side,40.72152,-73.99279,Private room,1300,1,0,,,1,0
29005584,Manhattan Club NY-One Bedroom Suite-Sleeps 4,82460872,Dolores,Manhattan,Midtown,40.76412,-73.98017,Private room,425,4,0,,,1,0
35717719,"Location is Everything, plus all this!  NYC Luxury",257033785,Amy,Manhattan,Upper West Side,40.77219,-73.98991,Entire home/apt,400,2,0,,,1,15
34790450,Village: Cozy Spacious Condo.,24064346,Gabriel,Manhattan,West Village,40.73458,-74.00361,Entire home/apt,500,3,11,2019-07-07,6.73,1,318
19490059,"Newly Renovated; 2BR, 1BA, Kitchen + Living Rm",136812761,Wendy,Brooklyn,Bedford-Stuyvesant,40.69487,-73.93665,Entire home/apt,389,1,107,2019-06-23,4.4,3,80
7820664,Spacious Chelsea Apartment w/Roof!,8314981,Kevin,Manhattan,Chelsea,40.74221,-73.99821999999999,Entire home/apt,490,3,1,2016-01-03,0.02,2,0
1864061,"2 Br Condo: Elegant, Amazing Views!",9720494,Coats,Manhattan,Hell's Kitchen,40.75562,-73.99736,Entire home/apt,525,5,42,2019-05-25,0.61,1,80
13730284,Modern E. Village 2BR/2BA - Private Back yard!,65227208,Barbara,Manhattan,East Village,40.724540000000005,-73.97931,Entire home/apt,495,3,52,2019-05-06,1.51,1,285
9453653,Beautiful penthouse in Williamsburg,48988714,Luigi,Brooklyn,Williamsburg,40.71174,-73.95544,Entire home/apt,531,1,119,2019-06-23,2.71,3,353
13406622,CHELSEA 3 BEDROOM APARTMENT WITH PRIVATE GARDEN!!!,1501090,Betsy,Manhattan,Chelsea,40.743390000000005,-73.99642,Entire home/apt,450,2,139,2019-06-20,3.73,1,221
30387305,"Bright, Open 1BR in lovely West Village w/ Doorman by Blueground",107434423,Blueground,Manhattan,West Village,40.7287,-74.00327,Entire home/apt,397,30,0,,,232,53
3139749,Room in Manhattan=15 min to TimesSq,7580038,Jack Andrew,Manhattan,Harlem,40.82584,-73.94673,Private room,500,1,3,2014-09-27,0.05,3,363
35709450,"Best SOHO LOCATION, 2 BEDROOMS",253334687,Emma,Manhattan,Nolita,40.72226,-73.99351,Entire home/apt,400,3,3,2019-06-26,3.0,1,312
4622869,Huge LES 3 BD 3 BA Elevator + Patio,2593268,Rose,Manhattan,Chinatown,40.7157,-73.99094000000001,Entire home/apt,399,2,122,2019-06-15,2.24,1,109
23024273,LOFT#1 - Broadway Av. Amazing Location! SoHo,108029974,Agustina,Manhattan,Greenwich Village,40.728390000000005,-73.99436999999999,Entire home/apt,495,6,12,2019-06-14,0.84,4,52
30193201,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #8,205031545,Red Awning,Manhattan,Midtown,40.75371,-73.96515,Entire home/apt,675,28,0,,,49,251
34483434,Luxuriate in Captivating Beauty of Central Park,260425153,Park Lane,Manhattan,Midtown,40.76476,-73.9762,Private room,500,1,0,,,14,362
10036313,Modern Luxury Chelsea Apt w/ Large Sunny Patios,35890377,Carrie,Manhattan,Chelsea,40.74135,-73.99507,Entire home/apt,425,2,59,2019-06-27,1.38,1,39
9864137,Townhouse in beautiful brownstone area!,3011547,Wendy,Brooklyn,Boerum Hill,40.68651,-73.98624000000001,Entire home/apt,425,14,4,2018-11-01,0.09,3,205
28100333,Respectful Beautiful Harlem Room,212263525,SamariSankofa,Manhattan,Harlem,40.81047,-73.94041999999999,Private room,848,1,19,2019-05-26,1.89,3,355
1821541,Large 2BR apartment East Village,2208993,Chris,Manhattan,East Village,40.7221,-73.98356,Entire home/apt,420,1,53,2019-04-28,1.04,3,250
28483408,DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST,200380610,Pranjal,Manhattan,Midtown,40.7551,-73.96507,Entire home/apt,385,30,0,,,65,364
2291943,SuperBowl Weekend Rental! 3 BR/1ba,11708656,Justin,Manhattan,Upper East Side,40.77477,-73.95503000000001,Entire home/apt,1000,1,0,,,1,0
32327466,Lahore Suite at Incentra Village House,241889662,Incentra,Manhattan,West Village,40.73897,-74.00346,Private room,999,1,3,2019-05-19,0.7,5,341
10340849,Executive retreat in Midtown West,5836431,Darryl,Manhattan,Hell's Kitchen,40.76367,-73.98613,Entire home/apt,400,3,0,,,1,0
33171891,30 days minimum Time square West Midtown apartment,177396569,Yanina,Manhattan,Hell's Kitchen,40.76043,-73.99132,Entire home/apt,4100,30,0,,,3,180
32225186,Sonder | Stock Exchange | Tranquil 2BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70714,-74.01233,Entire home/apt,392,2,2,2019-05-13,0.63,327,286
6458979,Beautiful Condo w/ Private Rooftop,26408268,Neil,Brooklyn,Williamsburg,40.71161,-73.95957,Entire home/apt,395,4,9,2019-05-12,0.25,1,10
35540614,"Central Park Area Luxury Condo, BEST CITY VIEW",182505049,Trinity,Manhattan,Upper West Side,40.77122,-73.99110999999999,Entire home/apt,499,3,0,,,1,34
29875137,"HUGE & Luxurious 1 Bedroom w/ Dining Room, 2 Bath!",9071235,Alex,Manhattan,East Village,40.72753,-73.98285,Entire home/apt,399,4,3,2019-04-22,0.47,1,75
31185117,DUPLEX BIG BIG APARTMENT IN BEAUTIFUL NOHO,100698803,Jenny,Manhattan,East Village,40.73071,-73.98858,Entire home/apt,478,3,25,2019-06-17,3.97,1,148
23744773,Central Park West Hotel,172544686,Vijay,Manhattan,Upper West Side,40.77706,-73.97788,Private room,800,1,0,,,4,269
13601777,Planta Baja Studio,68890,Paula,Brooklyn,Bedford-Stuyvesant,40.68786,-73.95688,Entire home/apt,1000,1,10,2018-06-14,0.28,3,365
30499163,Luxury midtown east apartment,57302064,Olivia,Manhattan,Midtown,40.75198,-73.9707,Entire home/apt,595,2,3,2019-05-17,0.47,1,55
15595648,MODERN & LUXURY HIRISE 2BR IN CHELSEA~SKYLINE VIEW,76104209,Rated,Manhattan,Chelsea,40.74476,-73.99266,Entire home/apt,487,30,0,,,33,364
25057198,Entire True Two-Bedroom Steps From Central Park!,16205855,Ali,Manhattan,Upper West Side,40.79282,-73.97353000000001,Entire home/apt,360,6,0,,,1,0
8738438,Harlem Haven - Stunning Duplex,3784682,Trace,Manhattan,Harlem,40.80745,-73.9418,Entire home/apt,650,2,1,2017-03-05,0.04,1,0
30124398,"Beautiful 1865 Townhouse, 5 bedrm, Fireplace Sauna",4077993,Raquel,Brooklyn,Crown Heights,40.67536,-73.94237,Entire home/apt,460,2,2,2019-01-02,0.27,2,0
33664228,Sophisticated Brownstone Duplex,87766324,Michelle,Brooklyn,Bedford-Stuyvesant,40.68638,-73.93496999999999,Entire home/apt,499,2,0,,,2,30
34970373,Amazing 4 Bedrooms 4 Bathrooms sleeps 9,199147185,Lou,Brooklyn,Sunset Park,40.66468,-73.99785,Entire home/apt,399,1,0,,,5,359
21967259,Luxury Chelsea Condo on the High Line park,160376922,Alesia,Manhattan,Chelsea,40.74918,-74.00369,Entire home/apt,800,1,11,2018-08-22,0.56,1,0
11105968,5*****Prime W/ Private Outdoor 5177,16098958,Jeremy & Laura,Manhattan,West Village,40.73198,-74.00239,Entire home/apt,550,30,0,,,96,352
14619860,1 bedroom in Tribeca,6321996,Ana,Manhattan,Tribeca,40.71581,-74.00616,Entire home/apt,440,30,1,2017-11-30,0.05,1,87
7225366,"Spacious, Modern Times Square 3Bdrm *****",9288577,Tina,Manhattan,Chelsea,40.74923,-73.99376,Entire home/apt,450,4,206,2019-07-03,4.24,1,1
27948294,"The Elkins House – Truly Rare, Historic 5BR 3 Bath",211106440,Amber,Brooklyn,Crown Heights,40.67782,-73.94373,Entire home/apt,495,4,46,2019-06-17,4.55,1,194
11503509,Riverside park and Columbia Univ,60596749,Neil,Manhattan,Morningside Heights,40.80752,-73.96713000000001,Entire home/apt,375,7,5,2016-09-06,0.14,1,0
6937897,Tasteful Duplex in Gramercy Park,36375657,John,Manhattan,Kips Bay,40.73873,-73.98153,Shared room,800,30,1,2015-09-14,0.02,1,0
7823495,Elegant Oasis - Private Roof Terrace,11898556,Ola,Manhattan,Chelsea,40.7414,-73.99815,Entire home/apt,800,30,22,2019-06-08,0.48,1,266
35350827,4BD Newly Renovated Home in NY- TIME SQUARE,16107580,Aden,Manhattan,Hell's Kitchen,40.7616,-73.98935999999999,Entire home/apt,700,4,2,2019-06-22,2.0,1,130
15497229,Bluebird Hell's Kitchen 1-BR + Killer City Views,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76188,-73.99806,Entire home/apt,534,30,0,,,18,365
19322515,20m to Manhattan - 2 Floors + Express Subway,98705818,Mari,Brooklyn,Crown Heights,40.67476,-73.93016,Entire home/apt,550,1,6,2019-05-22,0.25,1,249
30927844,Cost-effective nice room near Columbia University!,138349238,韦达,Manhattan,Upper West Side,40.80146,-73.96076,Private room,1350,1,0,,,1,365
9685158,Awesome East Village Apartment!,28191353,Norah And James,Manhattan,East Village,40.72912,-73.97854,Entire home/apt,390,7,0,,,1,0
22779726,East 72nd Townhouse by (Hidden by Airbnb),156158778,Sally,Manhattan,Upper East Side,40.768240000000006,-73.95989,Entire home/apt,7703,1,0,,,12,146
8810949,NYC  Upscale Midtown East 3BR Apt,30283594,Kara,Manhattan,Midtown,40.74867,-73.96734000000001,Entire home/apt,1170,80,0,,,121,365
27237526,*NO GUEST SERVICE FEE* 1 Bed Studio Suite - Close to UN Headquarters,205031545,Red Awning,Manhattan,Midtown,40.75397,-73.96696999999999,Entire home/apt,699,3,5,2019-04-29,0.48,49,204
33580008,Sonder | Stock Exchange | Calming 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01179,Entire home/apt,505,2,8,2019-06-22,3.58,327,263
35416914,Scandanavian Loft in Gramercy Park,102854098,Michael,Manhattan,Kips Bay,40.74052,-73.98188,Entire home/apt,450,3,1,2019-07-01,1.0,1,263
36087720,PRIVATE TIMES SQUARE TOWNHOUSE,269235140,Ronnie,Manhattan,Hell's Kitchen,40.76437,-73.99044,Entire home/apt,560,1,0,,,1,32
27237577,*NO GUEST SERVICE FEE* One Bedroom Suite with Free Continental Breakfast Daily,205031545,Red Awning,Manhattan,Midtown,40.75224,-73.96651999999999,Entire home/apt,737,3,1,2019-02-17,0.21,49,200
35713184,"Prospect Park Historic 1BR near 2,5,Q, B, S trains",11503187,A,Brooklyn,Prospect-Lefferts Gardens,40.66085,-73.95586,Entire home/apt,1400,10,1,2019-07-02,1.0,1,17
29565064,#1,217293060,Mohan,Manhattan,Greenwich Village,40.73432,-73.99686,Entire home/apt,600,31,0,,,4,328
16120840,Luxurious studio - West 57th Street Club by Hilton,8572778,Betsy,Manhattan,Midtown,40.76409,-73.9791,Entire home/apt,500,2,4,2018-04-21,0.13,1,91
2268845,Super Apt for Superbowl,1531465,Jim,Manhattan,Kips Bay,40.74438,-73.97744,Entire home/apt,400,1,0,,,1,0
2224896,NYC SuperBowl Wk 5 Bdrs River View ,11353904,Todd,Manhattan,Upper West Side,40.79476,-73.97299,Entire home/apt,4000,1,0,,,1,0
9776054,Christmas and New Years in NYC,22098830,Alfred,Brooklyn,Bedford-Stuyvesant,40.68581,-73.94689,Entire home/apt,800,3,33,2016-06-12,0.76,1,178
89427,The Brooklyn Waverly,116599,Sahr,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,,,3,365
23377410,Beautiful/Spacious 1 bed luxury flat-TriBeCa/Soho,18128455,Rum,Manhattan,Tribeca,40.72197,-74.00633,Entire home/apt,8500,30,2,2018-09-18,0.18,1,251
265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,Manhattan,Upper East Side,40.76128,-73.96463,Entire home/apt,485,7,11,2015-11-01,0.12,1,0
33267342,Spectacular Luxury Park Slope Brownstone,15101609,Rebecca,Brooklyn,Park Slope,40.67591,-73.97689,Entire home/apt,700,3,0,,,1,239
23713359,Entire Apartment in super convenient location,1581733,Alfredo,Brooklyn,Williamsburg,40.7109,-73.95916,Entire home/apt,400,2,3,2018-11-23,0.21,2,0
27214615,4BR 4 BATH IN THE HEART OF WEST VILLAGE,200380610,Pranjal,Manhattan,West Village,40.73495,-74.00033,Entire home/apt,483,30,0,,,65,364
19226980,Brownstone Living,33365473,Paul,Brooklyn,Bedford-Stuyvesant,40.6809,-73.94270999999999,Entire home/apt,650,31,0,,,2,358
11595172,LUXURY 2 BR 2 BATH -WASHER/DRYER/DOORMAN-E 52nd ST,2856748,Ruchi,Manhattan,Midtown,40.75615,-73.9649,Entire home/apt,355,30,0,,,49,364
11969727,Artistic NEW LOFT 4 br/2 bath in Times Sq,63940105,One,Manhattan,Hell's Kitchen,40.76268,-73.99235,Entire home/apt,800,3,59,2019-06-23,1.51,1,263
30469464,THE RESIDENCES BY HILTON CLUB (Penthouse Suite),227836627,Marilynn,Manhattan,Midtown,40.76287,-73.98073000000001,Private room,699,2,0,,,1,365
4137680,"LUXURY entire apt, steps to Central Park",3507684,Michael,Manhattan,Upper West Side,40.77607,-73.98035,Entire home/apt,419,2,10,2019-04-21,0.47,1,10
1397705,Unique 3BR Triplex in Brooklyn,346356,Matthieu,Brooklyn,Fort Greene,40.68996,-73.97855,Entire home/apt,450,3,82,2019-07-01,1.19,1,258
30020524,LES Penthouse,36560763,Daniel,Manhattan,Lower East Side,40.71762,-73.98606,Entire home/apt,450,2,0,,,1,0
11478813,"Lovely 3 Bedroom, 2 Bath Flatiron Area Loft",60409176,C.E.,Manhattan,Flatiron District,40.73994,-73.99005,Entire home/apt,600,5,28,2019-05-26,0.71,1,338
35881797,Luxury Hi-End Brooklyn Brownstone with backyard,269893009,Ek,Brooklyn,Bay Ridge,40.632940000000005,-74.0273,Entire home/apt,595,1,4,2019-07-07,4.0,1,57
21851100,Lincoln Center Studio,7724142,Christopher,Manhattan,Upper West Side,40.77562,-73.98756,Entire home/apt,1066,1,2,2019-01-01,0.2,1,365
13294137,"Quiet, Secure, Clean and very Private Apartment",75030399,Hardy,Bronx,Williamsbridge,40.87938,-73.86349,Entire home/apt,500,2,19,2018-11-05,0.56,1,345
10086029,West Village Duplex with Backyard!,2072706,Umang,Manhattan,West Village,40.73191,-74.00493,Entire home/apt,800,3,0,,,1,0
26093497,Beautiful 5 bedroom+ Oasis in NYC,93752700,Bliss Beata,Brooklyn,Flatbush,40.63573,-73.96433,Entire home/apt,745,4,1,2019-01-02,0.16,1,28
27958825,★SPRING/ SUMMER SALE ALERT★ 10 MIN TO TIMES SQUARE,208770380,William,Manhattan,Hell's Kitchen,40.76511,-73.98714,Entire home/apt,394,2,19,2019-06-01,2.19,1,68
32780360,Beautiful & Clean 2B/2B near Times Square,145573505,Jasmine,Manhattan,Hell's Kitchen,40.7616,-73.99368,Entire home/apt,400,2,19,2019-07-04,6.2,1,95
13508766,VERY Spacious 3BR West Village Apartment,77523610,Charles,Manhattan,West Village,40.73458,-74.0028,Private room,372,2,0,,,1,0
24099296,Beautiful 3 BR Midtown East! Clean & Chic!!,22543458,Ashley,Manhattan,Kips Bay,40.74528,-73.97901,Entire home/apt,412,1,69,2019-07-06,4.45,4,133
21865416,Midtown Manhattan Executive Suite,67349249,ResortShare,Manhattan,Midtown,40.76427,-73.98208000000001,Entire home/apt,450,2,0,,,4,229
2285355,SUPER BOWL RENTAL NYC LOW PRICE,11674823,Bruce,Manhattan,Upper West Side,40.77859,-73.97964,Entire home/apt,750,1,0,,,1,0
32438036,Sunny 3 Story 5BR 5Bath Townhouse Upper East Side!,243655782,Pam And Ray,Manhattan,Upper East Side,40.77534,-73.95286999999999,Private room,1250,5,0,,,1,116
25232254,Manhattan UWS Washington Heights Harlem - Inwood,2631556,Anastasia,Manhattan,Inwood,40.8659,-73.92869,Entire home/apt,359,2,0,,,1,365
35903155,Modern Chic 2Br 2Ba | Lux Elevator Building,268856904,Louis,Manhattan,East Village,40.72123,-73.97884,Entire home/apt,450,3,0,,,1,361
23370484,SHOOTS ONLY -- Large Sunny loft in Williamsburg,11844979,V,Brooklyn,Williamsburg,40.71782,-73.96318000000001,Entire home/apt,1000,1,0,,,4,179
12812577,Superhost-Pristine 4 Bed Legal Townhouse Midtown 1,69852641,Lisa,Manhattan,Hell's Kitchen,40.763000000000005,-73.98642,Entire home/apt,1000,2,23,2019-06-09,0.7,3,240
23771486,STYLISH / HUGE 5 BEDROOM APT ON LOWER EAST SIDE,12089291,Paul,Manhattan,Lower East Side,40.7234,-73.99032,Entire home/apt,600,2,1,2018-05-20,0.07,1,0
20249492,2BR PH Loft and Executive Office Central Manhattan,144310942,Jacqueline,Manhattan,Flatiron District,40.74416,-73.99016999999999,Entire home/apt,600,2,41,2019-06-06,1.93,1,174
17520324,Renovated 4 BED 3.5 BATH BK Townhouse Triplex APT,114463720,Mike,Brooklyn,Williamsburg,40.71092,-73.96755,Entire home/apt,385,2,76,2019-06-15,2.69,1,209
25134894,Massive 4 bed 3 bath Loft in SoHo/Little Italy,189961241,Danny,Manhattan,Little Italy,40.71839,-73.99834,Entire home/apt,699,3,37,2019-06-28,2.92,1,170
15206836,Studio King Wyndham Midtown 45 Hotel,96098402,Wynpoints,Manhattan,Midtown,40.75351,-73.97196,Private room,499,3,12,2016-12-18,0.36,12,365
35128367,Magnificent Fort Greene Home- 3 Floors,11742777,Inbar,Brooklyn,Fort Greene,40.68647,-73.96959,Entire home/apt,550,2,1,2019-06-16,1.0,1,43
35351599,Amazing 2 bedroom Times Square,206451695,Vanessa,Manhattan,Hell's Kitchen,40.76124,-73.99611,Entire home/apt,450,2,0,,,3,365
34836737,Spacious Harlem Home in Manhattan!,9486614,Roberto,Manhattan,Harlem,40.81157,-73.94654,Entire home/apt,799,3,0,,,1,51
35734363,2 Bed/2 Bath Upper East Manhattan Luxury Doorman,83934468,B,Manhattan,Upper East Side,40.781490000000005,-73.95168000000001,Entire home/apt,400,14,0,,,1,25
32240896,Sonder | Stock Exchange | Premier 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70751,-74.01066,Entire home/apt,380,2,12,2019-06-20,3.5,327,302
2248580,Luxury 1 Bedroom Condo,11483903,Avril,Manhattan,Greenwich Village,40.73411,-73.99723,Entire home/apt,1000,1,0,,,1,0
35155925,Amazing 3BR 2B Apt in Times Square,158501551,Leslie,Manhattan,Hell's Kitchen,40.7632,-73.98711999999999,Entire home/apt,420,3,2,2019-06-28,2.0,1,270
29674246,Immaculate and Bright Apartment Downtown,21610233,Britni,Manhattan,Battery Park City,40.71756,-74.01659000000001,Entire home/apt,650,7,0,,,1,12
35108156,"Luxury & Bright 2BR, Midtown Manhattan",180960990,Ethan,Manhattan,Hell's Kitchen,40.75971,-73.99256,Entire home/apt,445,2,1,2019-06-09,1.0,1,60
12404820,Perfect Neighborhood sublet,40015388,Daniel,Brooklyn,Park Slope,40.67086,-73.97847,Private room,935,1,0,,,1,0
12560137,1BR. SugarHill. 15 Min Midtown.,51093380,Joe,Manhattan,Harlem,40.82302,-73.94476999999999,Entire home/apt,500,1,0,,,1,365
14855614,Luxury New York City Westside Suite,92067070,Rhondella,Manhattan,Midtown,40.76419,-73.98053,Entire home/apt,500,1,5,2018-09-26,0.15,1,361
18071399,West Chelsea Studios - Penthouse 12,113534805,Jackie,Manhattan,Chelsea,40.74932,-74.00333,Private room,2800,1,0,,,1,89
1717149,Corner High Rise Apartment - City Views,9053452,Liam,Manhattan,West Village,40.74035,-74.00615,Entire home/apt,440,3,6,2015-11-21,0.09,1,70
840594,Huge beautiful one bed West Village,4389865,Fiona,Manhattan,West Village,40.73126,-74.00502,Entire home/apt,400,7,7,2018-10-13,0.1,1,365
32695489,"New Years Eve, The Manhattan Club (A268)",244746656,William,Manhattan,Midtown,40.76447,-73.9816,Entire home/apt,840,1,0,,,4,4
